,Company Name,Ratings,Description,Comparison,Reviews,Salary,Interviews,Jobs,Benefits
903,Salesforce,3.9,Software Product | Hyderabad / Secunderabad +40 other locations,"Highly Rated For Salary & Benefits, Work Life Balance, Company Culture  Critically Rated For Job Security, Promotions / Appraisal",1.1k Reviews,12.4k Salaries,241 Interviews,141 Jobs,104 Benefits
904,Leadec India,4.1,Facility Management Services | Pune +77 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction",1.1k Reviews,3.4k Salaries,137 Interviews,15 Jobs,86 Benefits
905,Johnson Lifts,3.9,Industrial Machinery | Chennai +75 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal",1.1k Reviews,3.7k Salaries,48 Interviews,5 Jobs,92 Benefits
906,Northern Trust Operating Services,3.8,Financial Services | Bangalore / Bengaluru +18 other locations,"Highly Rated For Company Culture, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.1k Reviews,6.4k Salaries,106 Interviews,30 Jobs,222 Benefits
907,HFCL Limited,3.7,Telecom | Hyderabad / Secunderabad +111 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.1k Reviews,4.1k Salaries,76 Interviews,17 Jobs,88 Benefits
908,Electronica Finance,4.2,NBFC | Pune +169 other locations,"Highly Rated For Salary & Benefits, Work Life Balance, Company Culture",1.1k Reviews,2.7k Salaries,123 Interviews,16 Jobs,30 Benefits
909,Innova Solutions,3.3,IT Services & Consulting | Hyderabad / Secunderabad +36 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Skill Development / Learning",1.1k Reviews,7.7k Salaries,98 Interviews,47 Jobs,18 Benefits
910,Meril,3.6,Medical Equipment | Vapi +81 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.1k Reviews,4.6k Salaries,80 Interviews,39 Jobs,72 Benefits
911,Indostar Capital Finance Limited,4.4,NBFC | Mumbai +317 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction",1.1k Reviews,2k Salaries,177 Interviews,-- Jobs,30 Benefits
912,Dhoot Transmission,3.7,Auto Components | Aurangabad +42 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.1k Reviews,3.9k Salaries,66 Interviews,8 Jobs,107 Benefits
913,Wistron,4.0,Electronics Manufacturing | Bangalore / Bengaluru +23 other locations,"Highly Rated For Company Culture, Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.1k Reviews,5.2k Salaries,90 Interviews,-- Jobs,131 Benefits
914,Barbeque Nation,3.9,Hospitality | Bangalore / Bengaluru +83 other locations,"Highly Rated For Company Culture, Job Security, Skill Development / Learning",1.1k Reviews,2.6k Salaries,47 Interviews,17 Jobs,118 Benefits
915,Royal Migration Solutions,4.9,Other | Dubai +12 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction",1.1k Reviews,6 Salaries,1 Interviews,-- Jobs,1 Benefits
916,Strides Pharma,3.9,Pharma | Bangalore / Bengaluru +34 other locations,"Highly Rated For Skill Development / Learning, Salary & Benefits  Critically Rated For Promotions / Appraisal, Job Security",1.1k Reviews,4.2k Salaries,73 Interviews,-- Jobs,141 Benefits
917,MDIndia Health Insurance TPA,3.6,Insurance | Pune +94 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",1.1k Reviews,3.7k Salaries,69 Interviews,55 Jobs,84 Benefits
918,Indira IVF Hospital,4.0,Healthcare | Mumbai +106 other locations,"Highly Rated For Company Culture, Skill Development / Learning, Work Life Balance  Critically Rated For Promotions / Appraisal",1.1k Reviews,2.9k Salaries,74 Interviews,44 Jobs,74 Benefits
919,London Stock Exchange Group,3.7,Financial Services | Bangalore / Bengaluru +11 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",1.1k Reviews,10.4k Salaries,151 Interviews,51 Jobs,52 Benefits
920,Jacobs Engineering Group,4.1,Engineering & Construction | Mumbai +42 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction  Critically Rated For Promotions / Appraisal",1.1k Reviews,4.9k Salaries,88 Interviews,7 Jobs,91 Benefits
921,Saipem,4.2,Engineering & Construction | Chennai +42 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.1k Reviews,3.2k Salaries,52 Interviews,1 Jobs,147 Benefits
922,Edelweiss Life Insurance,3.7,Insurance | Mumbai +123 other locations,"Critically Rated For Work Satisfaction, Promotions / Appraisal",1.1k Reviews,3.5k Salaries,57 Interviews,40 Jobs,93 Benefits
923,Sri Chaitanya Techno Schools,3.4,Education & Training | Bangalore / Bengaluru +163 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",1.1k Reviews,3.4k Salaries,68 Interviews,-- Jobs,1 Benefits
924,CaratLane - A Tata Product,4.0,Jewellery | Chennai +85 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",1.1k Reviews,2.8k Salaries,66 Interviews,86 Jobs,78 Benefits
925,Aparna Constructions and Estates,3.9,Real Estate | Hyderabad / Secunderabad +22 other locations,"Highly Rated For Job Security, Skill Development / Learning, Salary & Benefits  Critically Rated For Promotions / Appraisal",1.1k Reviews,3.9k Salaries,106 Interviews,50 Jobs,94 Benefits
926,Nielsen,3.4,Analytics & KPO | Bangalore / Bengaluru +73 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",1.1k Reviews,6.2k Salaries,150 Interviews,2 Jobs,128 Benefits
927,Birla Corporation,4.1,Building Material | Kolkata +142 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture",1.1k Reviews,3.6k Salaries,67 Interviews,-- Jobs,83 Benefits
928,Piaggio,3.6,Automobile | Pune +80 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",1.1k Reviews,3.8k Salaries,71 Interviews,12 Jobs,123 Benefits
929,Biocon Biologics,3.7,Biotechnology | Bangalore / Bengaluru +26 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.1k Reviews,6.5k Salaries,106 Interviews,2 Jobs,351 Benefits
930,Prism Johnson,3.7,Building Material | Mumbai +142 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.1k Reviews,4.3k Salaries,65 Interviews,-- Jobs,62 Benefits
931,Zetwerk,4.0,Industrial Machinery | Bangalore / Bengaluru +117 other locations,"Highly Rated For Salary & Benefits, Company Culture, Work Life Balance  Critically Rated For Job Security, Promotions / Appraisal",1.1k Reviews,3.9k Salaries,110 Interviews,18 Jobs,54 Benefits
932,VMware Software,4.4,Software Product | Bangalore / Bengaluru +18 other locations,"Highly Rated For Salary & Benefits, Company Culture, Work Life Balance",1.1k Reviews,9.2k Salaries,145 Interviews,17 Jobs,129 Benefits
933,Federal Bank,3.7,Banking | Mumbai +151 other locations,"Highly Rated For Salary & Benefits, Job Security  Critically Rated For Work Satisfaction, Promotions / Appraisal, Company Culture",1.1k Reviews,5.3k Salaries,118 Interviews,-- Jobs,71 Benefits
934,Schaeffler India,4.0,Auto Components | Vadodara +27 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.1k Reviews,5.3k Salaries,62 Interviews,25 Jobs,106 Benefits
935,Aptiv,3.5,Auto Components | Bangalore / Bengaluru +26 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.1k Reviews,7.8k Salaries,121 Interviews,16 Jobs,47 Benefits
936,Motilal Oswal Home Finance,4.4,NBFC | Mumbai +127 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning",1.1k Reviews,1.3k Salaries,125 Interviews,-- Jobs,21 Benefits
937,ICON Plc,4.0,Clinical Research | Chennai +27 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",1.1k Reviews,4.2k Salaries,133 Interviews,48 Jobs,54 Benefits
938,INDO-MIM,4.0,Metals & Mining | Bangalore / Bengaluru +32 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.1k Reviews,4.1k Salaries,74 Interviews,2 Jobs,114 Benefits
939,Deccan Fine Chemicals,3.6,Agro Chemicals | Tuni +31 other locations,"Critically Rated For Company Culture, Promotions / Appraisal, Work Satisfaction",1.1k Reviews,4.9k Salaries,101 Interviews,5 Jobs,60 Benefits
940,Imperial Auto Industries,3.8,Auto Components | Faridabad +38 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",1.1k Reviews,4.5k Salaries,74 Interviews,6 Jobs,66 Benefits
941,Adani Ports and SEZ,3.7,Ports & Shipping | Mundra +65 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",1.1k Reviews,3.9k Salaries,75 Interviews,-- Jobs,137 Benefits
942,Onward Technologies Inc,2.9,IT Services & Consulting | Pune +63 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Skill Development / Learning",1.1k Reviews,6k Salaries,87 Interviews,34 Jobs,42 Benefits
943,Hyundai Mobis,3.7,Auto Components | Chennai +47 other locations,"Highly Rated For Salary & Benefits, Job Security  Critically Rated For Promotions / Appraisal",1.1k Reviews,5k Salaries,78 Interviews,9 Jobs,124 Benefits
944,Stanza Living,3.0,Internet | Bangalore / Bengaluru +36 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Company Culture",1.1k Reviews,3.5k Salaries,87 Interviews,11 Jobs,58 Benefits
945,Advantmed,4.2,Healthcare | Ahmedabad +14 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Job Security",1.1k Reviews,2.6k Salaries,168 Interviews,42 Jobs,53 Benefits
946,Jabil Circuit India,4.0,Electronics Manufacturing | Pune +31 other locations,"Highly Rated For Company Culture, Skill Development / Learning, Job Security  Critically Rated For Promotions / Appraisal",1.1k Reviews,4.2k Salaries,62 Interviews,68 Jobs,87 Benefits
947,Wonder Home Finance,4.6,NBFC | Jaipur +117 other locations,"Highly Rated For Company Culture, Skill Development / Learning, Work Life Balance",1.1k Reviews,715 Salaries,184 Interviews,-- Jobs,9 Benefits
948,Jet Airways,4.6,Aviation | Mumbai +45 other locations,"Highly Rated For Work Satisfaction, Company Culture, Work Life Balance",1.1k Reviews,1.9k Salaries,23 Interviews,-- Jobs,180 Benefits
949,Sundaram Finance,4.0,NBFC | Chennai +247 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.1k Reviews,2.9k Salaries,44 Interviews,17 Jobs,87 Benefits
950,Zydus Wellness,4.1,FMCG | Ahmedabad +127 other locations,"Highly Rated For Salary & Benefits, Company Culture, Work Life Balance",1.1k Reviews,2.8k Salaries,103 Interviews,24 Jobs,71 Benefits
951,Rupeek,4.0,FinTech | Bangalore / Bengaluru +57 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction  Critically Rated For Promotions / Appraisal",1.1k Reviews,3.3k Salaries,113 Interviews,14 Jobs,55 Benefits
952,TK Elevator,3.8,Industrial Machinery | Pune +79 other locations,Critically Rated For Promotions / Appraisal,1.1k Reviews,4.1k Salaries,64 Interviews,24 Jobs,96 Benefits
953,GAIL,4.4,Oil & Gas | New Delhi +101 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction",1.1k Reviews,3.2k Salaries,78 Interviews,-- Jobs,88 Benefits
954,Hikal,3.9,Pharma | Bangalore / Bengaluru +22 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.1k Reviews,4.5k Salaries,73 Interviews,50 Jobs,86 Benefits
955,Syngenta,4.2,Agriculture | Pune +170 other locations,"Highly Rated For Work Life Balance, Company Culture, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.1k Reviews,3.6k Salaries,77 Interviews,42 Jobs,92 Benefits
956,NxtWave,3.5,EdTech | Hyderabad / Secunderabad +51 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Work Life Balance",1.1k Reviews,2.8k Salaries,242 Interviews,634 Jobs,13 Benefits
957,Kohler,3.7,Building Material | Pune +51 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Job Security",1.1k Reviews,4.8k Salaries,74 Interviews,24 Jobs,75 Benefits
958,Unicharm,4.0,FMCG | Gurgaon / Gurugram +187 other locations,Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal,1.1k Reviews,2.8k Salaries,64 Interviews,1 Jobs,104 Benefits
959,Kirloskar Brothers,3.8,Industrial Machinery | Pune +72 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Job Security, Salary & Benefits",1.1k Reviews,4.2k Salaries,85 Interviews,25 Jobs,96 Benefits
960,V2 Retail,3.4,Retail | New Delhi +124 other locations,"Critically Rated For Job Security, Company Culture, Work Satisfaction",1.1k Reviews,2.6k Salaries,78 Interviews,8 Jobs,83 Benefits
961,PharmEasy,3.7,Internet | Mumbai +62 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Work Satisfaction",1.1k Reviews,5k Salaries,89 Interviews,3 Jobs,93 Benefits
962,Nexa,3.9,Automobile | New Delhi +212 other locations,"Highly Rated For Skill Development / Learning  Critically Rated For Promotions / Appraisal, Job Security",1.1k Reviews,2.4k Salaries,41 Interviews,-- Jobs,103 Benefits
963,Siemens Gamesa Renewable Power Private Limited,4.0,Power | Bangalore / Bengaluru +69 other locations,"Highly Rated For Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.1k Reviews,4.9k Salaries,59 Interviews,108 Jobs,102 Benefits
964,Tube Investments of India,3.8,Engineering & Construction | Chennai +63 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.1k Reviews,3.5k Salaries,69 Interviews,11 Jobs,53 Benefits
965,Asirvad Microfinance,3.8,NBFC | Chennai +304 other locations,"Highly Rated For Promotions / Appraisal, Salary & Benefits",1.1k Reviews,2.1k Salaries,41 Interviews,13 Jobs,60 Benefits
966,Balkrishna Industries,4.0,Auto Components | Bhuj +30 other locations,"Highly Rated For Job Security, Salary & Benefits, Work Life Balance",1.1k Reviews,4k Salaries,60 Interviews,-- Jobs,48 Benefits
967,Navitasys India,4.1,Electronics Manufacturing | Bawal +25 other locations,"Highly Rated For Job Security, Salary & Benefits, Work Life Balance",1.1k Reviews,2.6k Salaries,138 Interviews,-- Jobs,54 Benefits
968,Power Grid Corporation of India,4.3,Power | Gurgaon / Gurugram +232 other locations,"Highly Rated For Company Culture, Salary & Benefits, Work Life Balance",1.1k Reviews,2k Salaries,72 Interviews,-- Jobs,76 Benefits
969,Sri Chaitanya Educational Institutions,3.7,Education & Training | Hyderabad / Secunderabad +100 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",1.1k Reviews,3k Salaries,49 Interviews,2 Jobs,66 Benefits
970,MAHLE ANAND Filter Systems,3.9,Auto Components | Pune +38 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.1k Reviews,3.3k Salaries,35 Interviews,-- Jobs,109 Benefits
971,HPCL-Mittal Energy Limited,4.3,Petrochemicals | Bathinda +31 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",1.1k Reviews,4.5k Salaries,45 Interviews,-- Jobs,107 Benefits
972,Air India Sats Airport Services,3.5,Aviation | New Delhi +48 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.1k Reviews,2.3k Salaries,63 Interviews,6 Jobs,67 Benefits
973,mPokket,4.3,NBFC | Kolkata +20 other locations,"Highly Rated For Company Culture, Job Security, Skill Development / Learning",1.1k Reviews,1.4k Salaries,171 Interviews,5 Jobs,12 Benefits
